CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
18.647.268/0001-85;2024-02-01;1;2024-03-15;CAM VERA CRUZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-04-01;INVESTIDOR QUALIFICADO;BR0256CTF000;24720;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
18.647.268/0001-85;2024-03-01;1;2024-04-15;CAM VERA CRUZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-04-01;INVESTIDOR QUALIFICADO;BR0256CTF000;24720;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452-919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
18.730.914/0001-73;2024-01-01;1;2024-02-14;FII EXCLUSIVO INFRA PATRIMONIAL II;2013-09-06;INVESTIDOR PROFISSIONAL;BR082SCTF007;55.1165906;S;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
18.730.914/0001-73;2024-02-01;1;2024-03-15;FII EXCLUSIVO INFRA PATRIMONIAL II;2013-09-06;INVESTIDOR PROFISSIONAL;BR082SCTF007;55.1165906;S;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
18.730.914/0001-73;2024-03-01;1;2024-04-15;FII EXCLUSIVO INFRA PATRIMONIAL II;2013-09-06;INVESTIDOR PROFISSIONAL;BR082SCTF007;55.1165906;S;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
18.874.954/0001-99;2024-01-01;1;2024-02-16;TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-08-04;INVESTIDOR PROFISSIONAL;0;182.703586;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
18.874.954/0001-99;2024-02-01;1;2024-03-15;TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-08-04;INVESTIDOR PROFISSIONAL;0;198.394816;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
18.874.954/0001-99;2024-03-01;1;2024-04-17;TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-08-04;INVESTIDOR PROFISSIONAL;0;214.086046;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
18.874.965/0001-79;2024-01-01;1;2024-02-06;CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-09;INVESTIDOR QUALIFICADO;;166750;N;S;Renda;Shoppings;Passiva;Indeterminado;;31/12;N;S;N;N;S;INTRA INVESTIMENTOS DTVM LTDA;15489568000195;Rua Joaquim Floriano;1120;5º andar;Itaim Bibi;São Paulo;SP;04534004;(11) 3198-5151;;;www.intrainvestimentos.com.br;administracao.fundos@intrainvestimentos.com.br
18.874.965/0001-79;2024-02-01;1;2024-03-06;CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-09;INVESTIDOR QUALIFICADO;;166750;N;S;Renda;Shoppings;Passiva;Indeterminado;;31/12;N;S;N;N;S;INTRA INVESTIMENTOS DTVM LTDA;15489568000195;Rua Joaquim Floriano;1120;5º andar;Itaim Bibi;São Paulo;SP;04534004;(11) 3198-5151;;;www.intrainvestimentos.com.br;administracao.fundos@intrainvestimentos.com.br
18.874.965/0001-79;2024-03-01;1;2024-04-08;CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-09;INVESTIDOR QUALIFICADO;;166750;N;S;Renda;Shoppings;Passiva;Indeterminado;;31/12;N;S;N;N;S;INTRA INVESTIMENTOS DTVM LTDA;15489568000195;Rua Joaquim Floriano;1120;5º andar;Itaim Bibi;São Paulo;SP;04534004;(11) 3198-5151;;;www.intrainvestimentos.com.br;administracao.fundos@intrainvestimentos.com.br
18.929.353/0001-36;2024-01-01;1;2024-02-15;BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-19;INVESTIDOR QUALIFICADO;;45248.7866;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
18.929.353/0001-36;2024-02-01;1;2024-03-13;BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-19;INVESTIDOR QUALIFICADO;;45248.7866;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
18.929.353/0001-36;2024-03-01;1;2024-04-15;BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-19;INVESTIDOR QUALIFICADO;;45248.7866;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
18.950.957/0001-64;2024-01-01;1;2024-02-07;CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-07-14;INVESTIDORES EM GERAL;BRCHLLCTF003;217016.6421308;S;S;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;TIVIO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
18.950.957/0001-64;2024-02-01;1;2024-03-06;CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-07-14;INVESTIDORES EM GERAL;BRCHLLCTF003;217016.6421308;S;S;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;TIVIO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
18.950.957/0001-64;2024-03-01;1;2024-04-05;CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-07-14;INVESTIDORES EM GERAL;BRCHLLCTF003;217016.6421308;S;S;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;TIVIO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;03384738000198;Avenida das Nações Unidas;14171;torre A - 12º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.bancobv.com.br;RI-VAM@bv.com.br
18.979.895/0001-13;2024-01-01;1;2024-02-15;CAPITANIA SEC II FII;2014-08-07;INVESTIDORES EM GERAL;BRCPTSCTF004;317828140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
18.979.895/0001-13;2024-02-01;1;2024-03-15;CAPITANIA SEC II FII;2014-08-07;INVESTIDORES EM GERAL;BRCPTSCTF004;317828140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
18.979.895/0001-13;2024-03-01;1;2024-04-15;CAPITANIA SEC II FII;2014-08-07;INVESTIDORES EM GERAL;BRCPTSCTF004;317828140;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.026.454/0001-60;2024-01-01;1;2024-02-15;BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-30;INVESTIDOR PROFISSIONAL;;102475.0258;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;S;N;N;S;BRL TRUST DTVM S.A.;13486793000142;Rua  Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
19.026.454/0001-60;2024-02-01;1;2024-03-13;BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-30;INVESTIDOR PROFISSIONAL;;102432.2297;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;S;N;N;S;BRL TRUST DTVM S.A.;13486793000142;Rua  Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
19.026.454/0001-60;2024-03-01;1;2024-04-15;BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2014-12-30;INVESTIDOR PROFISSIONAL;;102432.2297;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;S;N;N;S;BRL TRUST DTVM S.A.;13486793000142;Rua  Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
19.107.604/0001-60;2024-01-01;1;2024-02-09;OURO VERDE DESENVOLVIMENTO IMOBILIÁRIO I FII;2016-03-29;INVESTIDORES EM GERAL;BRORPDCTF005;290000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
19.107.604/0001-60;2024-02-01;1;2024-03-15;OURO VERDE DESENVOLVIMENTO IMOBILIÁRIO I FII;2016-03-29;INVESTIDORES EM GERAL;BRORPDCTF005;290000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
19.107.604/0001-60;2024-03-01;1;2024-04-12;OURO VERDE DESENVOLVIMENTO IMOBILIÁRIO I FII;2016-03-29;INVESTIDORES EM GERAL;BRORPDCTF005;290000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
19.131.224/0001-60;2024-01-01;3;2024-04-22;SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-23;INVESTIDOR QUALIFICADO;;1068.13163403;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/01/2019;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.131.224/0001-60;2024-02-01;4;2024-04-22;SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-23;INVESTIDOR QUALIFICADO;;1068.13163403;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/01/2019;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.131.224/0001-60;2024-03-01;2;2024-04-22;SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-23;INVESTIDOR QUALIFICADO;;1068.13163403;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/01/2019;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.213.231/0001-01;2024-01-01;1;2024-02-16;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-22;INVESTIDOR PROFISSIONAL;0;211143.4925801;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
19.213.231/0001-01;2024-02-01;1;2024-03-15;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-22;INVESTIDOR PROFISSIONAL;0;211143.4925801;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
19.213.231/0001-01;2024-03-01;1;2024-04-17;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-22;INVESTIDOR PROFISSIONAL;0;211143.4925801;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
19.239.245/0001-02;2024-01-01;1;2024-02-15;FII FL 3.500 I - FII;2014-09-04;INVESTIDOR PROFISSIONAL;;436312;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;9 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
19.239.245/0001-02;2024-02-01;1;2024-03-15;FII FL 3.500 I - FII;2014-09-04;INVESTIDOR PROFISSIONAL;;436312;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;9 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
19.239.245/0001-02;2024-03-01;1;2024-04-15;FII FL 3.500 I - FII;2014-09-04;INVESTIDOR PROFISSIONAL;;436312;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;PRAIA DE BOTAFOGO;228;9 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250-906;(11) 3524-8888;;;www.genialinvestimentos.com.br;structured-funds@genial.com.vc
19.249.956/0001-50;2024-01-01;1;2024-02-15;LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-08-26;INVESTIDORES EM GERAL;BRICTUCTF005;14350.00000005;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.956/0001-50;2024-02-01;1;2024-03-15;LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-08-26;INVESTIDORES EM GERAL;BRICTUCTF005;14350.00000005;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.956/0001-50;2024-03-01;1;2024-04-15;LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-08-26;INVESTIDORES EM GERAL;BRICTUCTF005;14350.00000005;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;30/06;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.989/0001-08;2024-01-01;1;2024-02-15;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - FII;2019-04-30;INVESTIDOR QUALIFICADO;BRRSPDCTF006;149011;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2025-04-30;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.989/0001-08;2024-02-01;1;2024-03-15;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - FII;2019-04-30;INVESTIDOR QUALIFICADO;BRRSPDCTF006;149011;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2025-04-30;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.249.989/0001-08;2024-03-01;1;2024-04-15;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - FII;2019-04-30;INVESTIDOR QUALIFICADO;BRRSPDCTF006;149011;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2025-04-30;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.267.845/0001-76;2024-01-01;1;2024-02-15;VGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-10;INVESTIDOR QUALIFICADO;BRDUTRCTF004;28542.6119;N;N;Renda;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11)31330350;;;www.brltrust.com.br;juridico.fii@brltrust.com.br
19.267.845/0001-76;2024-02-01;1;2024-03-13;VGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-10;INVESTIDOR QUALIFICADO;BRDUTRCTF004;28542.6119;N;N;Renda;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
19.267.845/0001-76;2024-03-01;1;2024-04-15;VGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-03-10;INVESTIDOR QUALIFICADO;BRDUTRCTF004;28542.6119;N;N;Renda;Híbrido;Ativa;Indeterminado;;Dezembro;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
19.419.994/0001-03;2024-01-01;1;2024-02-15;2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-12-27;INVESTIDOR QUALIFICADO;;1506194;S;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;500;BLOCO 13 - SALA 205;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-100;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.419.994/0001-03;2024-02-01;1;2024-03-15;2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-12-27;INVESTIDOR QUALIFICADO;;1506194;S;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;500;BLOCO 13 - SALA 205;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-100;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.419.994/0001-03;2024-03-01;1;2024-04-12;2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-12-27;INVESTIDOR QUALIFICADO;;1506194;S;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;N;S;N;N;OLIVEIRA TRUST DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;36113876000191;AVENIDA DAS AMÉRICAS;500;BLOCO 13 - SALA 205;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-100;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
19.628.741/0001-40;2024-01-01;2;2024-02-19;FII MORUMBI TOWN I;2016-10-03;INVESTIDOR QUALIFICADO;BRTWNICTF008;303214000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.628.741/0001-40;2024-02-01;1;2024-03-15;FII MORUMBI TOWN I;2016-10-03;INVESTIDOR QUALIFICADO;BRTWNICTF008;303214000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.628.741/0001-40;2024-03-01;1;2024-04-15;FII MORUMBI TOWN I;2016-10-03;INVESTIDOR QUALIFICADO;BRTWNICTF008;303214000;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
19.722.048/0001-31;2024-01-01;1;2024-02-15;LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-08-27;INVESTIDOR QUALIFICADO;BRLOFTCTF013;1962500;N;N;Híbrido;Residencial;Ativa;Indeterminado;;31/12;S;S;N;S;S;MAF DTVM;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3133-0350;;;www.mafdtvm.com.br;regulatorio.maf@modal.com.br
